Nome da Origem;Player;Nacionality;Position.1;Position.2;Age;Playing Time MP;Playing Time Starts;Playing Time Min;Playing Time 90s;Performance Gls;Performance Ast;Performance G+A;Performance G-PK;Performance PK;Performance PKatt;Performance CrdY;Performance CrdR;Expected xG;Expected npxG;Expected xAG;Expected npxG+xAG;Progression PrgC;Progression PrgP;Progression PrgR;Per 90 Minutes Gls;Per 90 Minutes Ast;Per 90 Minutes G+A;Per 90 Minutes G-PK;Per 90 Minutes G+A-PK;Per 90 Minutes xG;Per 90 Minutes xAG;Per 90 Minutes xG+xAG;Per 90 Minutes npxG;Per 90 Minutes npxG+xAG
tabela_Vitória.xlsx;Léo Naldi;br BRA;MF;;22;21;11;1103;12,3;0;0;0;0;0;0;6;0;0,5;0,5;0,2;0,6;13;45;18;0;0;0;0;0;0,04;0,01;0,05;0,04;0,05
tabela_Vitória.xlsx;Gustavo Mosquito;br BRA;FW;MF;26;13;10;797;8,9;1;2;3;0;1;1;3;0;2,1;1,4;2;3,3;23;22;48;0,11;0,23;0,34;0;0,23;0,24;0,22;0,46;0,15;0,38
tabela_Vitória.xlsx;Machado;br BRA;MF;;28;18;9;822;9,1;0;0;0;0;0;0;2;0;0,3;0,3;0,5;0,8;3;39;9;0;0;0;0;0;0,04;0,06;0,09;0,04;0,09
tabela_Vitória.xlsx;Carlos Eduardo;br BRA;FW;MF;27;17;8;871;9,7;0;2;2;0;0;0;4;0;1,5;1,5;1,2;2,7;19;22;57;0;0,21;0,21;0;0,21;0,15;0,13;0,28;0,15;0,28
tabela_Vitória.xlsx;Caio Vinícius;br BRA;DF;MF;25;11;8;601;6,7;0;0;0;0;0;0;6;0;0,5;0,5;0;0,5;5;28;6;0;0;0;0;0;0,08;0;0,08;0,08;0,08
tabela_Vitória.xlsx;EDU;br BRA;DF;;23;12;7;744;8,3;0;0;0;0;0;0;2;0;0,7;0,7;0;0,7;2;23;0;0;0;0;0;0;0,08;0;0,08;0,08;0,08
tabela_Vitória.xlsx;Patric Calmon PK;br BRA;DF;;29;11;7;540;6;0;1;1;0;0;0;1;1;0,1;0,1;0,7;0,8;17;24;37;0;0,17;0,17;0;0,17;0,02;0,11;0,13;0,02;0,13
tabela_Vitória.xlsx;Camutanga;br BRA;DF;;30;5;5;449;5;0;0;0;0;0;0;1;1;0,2;0,2;0;0,2;0;10;1;0;0;0;0;0;0,04;0;0,04;0,04;0,04
tabela_Vitória.xlsx;Bruno Uvini;br BRA;DF;;32;6;5;428;4,8;0;0;0;0;0;0;1;0;0,1;0,1;0;0,1;1;12;0;0;0;0;0;0;0,02;0;0,02;0,02;0,02
tabela_Vitória.xlsx;Jean Mota;br BRA;MF;FW;30;16;4;416;4,6;1;0;1;1;0;0;0;0;0,5;0,5;0,8;1,3;3;28;19;0,22;0;0,22;0,22;0,22;0,11;0,17;0,29;0,11;0,29
tabela_Vitória.xlsx;Zeca;br BRA;DF;;29;5;4;388;4,3;0;0;0;0;0;0;1;0;0,1;0,1;0,2;0,2;14;17;12;0;0;0;0;0;0,02;0,04;0,05;0,02;0,05
tabela_Vitória.xlsx;Rodrigo Andrade;br BRA;MF;FW;26;6;4;385;4,3;0;0;0;0;0;0;0;0;0,3;0,3;0,2;0,5;6;15;12;0;0;0;0;0;0,06;0,05;0,11;0,06;0,11
tabela_Vitória.xlsx;Dudu;br BRA;MF;;24;5;4;296;3,3;0;0;0;0;0;0;4;1;0,1;0,1;0,1;0,1;4;30;8;0;0;0;0;0;0,03;0,02;0,05;0,03;0,05
tabela_Vitória.xlsx;Everaldo;br BRA;FW;MF;29;15;3;421;4,7;2;0;2;2;0;0;3;0;1,1;1,1;0,1;1,2;18;17;37;0,43;0;0,43;0,43;0,43;0,22;0,02;0,25;0,22;0,25
tabela_Vitória.xlsx;Reynaldo Cesar Moraes;br BRA;DF;;27;5;3;356;4;0;0;0;0;0;0;1;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0
tabela_Vitória.xlsx;Erick Castillo;ec ECU;FW;MF;28;9;1;274;3;1;0;1;1;0;0;0;0;0,7;0,7;0;0,8;5;2;18;0,33;0;0,33;0,33;0,33;0,24;0,01;0,25;0,24;0,25
tabela_Vitória.xlsx;Mateus Gonçalves Martins;br BRA;MF;FW;29;4;1;210;2,3;0;0;0;0;0;0;0;0;0,2;0,2;0,4;0,5;6;5;14;0;0;0;0;0;0,07;0,15;0,23;0,07;0,23
tabela_Vitória.xlsx;Luiz Adriano;br BRA;FW;;36;8;1;202;2,2;0;1;1;0;0;0;1;0;0,1;0,1;0,1;0,2;1;4;9;0;0,45;0,45;0;0,45;0,06;0,04;0,09;0,06;0,09
tabela_Vitória.xlsx;Daniel Jr;br BRA;MF;FW;21;5;1;136;1,5;0;0;0;0;0;0;1;0;0,1;0,1;0,5;0,5;3;4;14;0;0;0;0;0;0,06;0,3;0,36;0,06;0,36
tabela_Vitória.xlsx;Muriel Becker;br BRA;GK;;36;1;1;90;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Vitória.xlsx;José Hugo;br BRA;MF;FW;24;27;0;632;7;1;2;3;1;0;0;3;0;1,5;1,5;0,9;2,4;34;17;75;0,14;0,28;0,43;0,14;0,43;0,22;0,12;0,34;0,22;0,34
tabela_Vitória.xlsx;Iury de Castilho;br BRA;FW;MF;28;5;0;124;1,4;1;0;1;1;0;0;1;0;1,2;1,2;0;1,2;5;8;8;0,73;0;0,73;0,73;0,73;0,85;0,02;0,87;0,85;0,87
tabela_Vitória.xlsx;Lawan;br BRA;FW;;18;4;0;106;1,2;0;0;0;0;0;0;1;0;0,2;0,2;0,4;0,6;0;1;5;0;0;0;0;0;0,19;0,3;0,49;0,19;0,49
tabela_Vitória.xlsx;Fábio Soares;br BRA;MF;;19;3;0;90;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;0;0;0;0;0;0;0,03;0,03;0;0,03
tabela_Vitória.xlsx;Pablo Baianinho;br BRA;MF;FW;20;3;0;37;0,4;0;0;0;0;0;0;1;0;0,1;0,1;0;0,1;3;0;5;0;0;0;0;0;0,13;0,07;0,2;0,13;0,2
tabela_Vitória.xlsx;Léo Gamalho;br BRA;FW;;38;1;0;17;0,2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0
tabela_Vitória.xlsx;Luis Miguel;br BRA;MF;FW;18;1;0;15;0,2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0,1;0,1;0;0,1
tabela_Vitória.xlsx;José Breno;br BRA;MF;;19;1;0;9;0,1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Vitória.xlsx;Andrei;br BRA;DF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vitória.xlsx;Felipe;br BRA;DF;;24;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vitória.xlsx;Fintelman;br BRA;GK;;22;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vitória.xlsx;Roque Júnior;br BRA;DF;;22;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vitória.xlsx;Paulo Roberto;br BRA;FW;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vitória.xlsx;Yuri Sena;br BRA;GK;;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vitória.xlsx;Cristián Zapata;co COL;DF;;37;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vitória.xlsx;Squad Total;;;;27;38;418;3420;38;44;27;71;37;7;7;103;6;42,5;37,2;26,7;63,8;530;1167;1153;1,16;0,71;1,87;0,97;1,68;1,12;0,7;1,82;0,98;1,68
tabela_Vitória.xlsx;Opponent Total;;;;27,9;38;418;3420;38;50;35;85;47;3;4;97;3;44,3;41,3;31,3;72,6;613;1664;1644;1,32;0,92;2,24;1,24;2,16;1,16;0,82;1,99;1,09;1,91
